,text,is_cont
313,"We had no intention of doing a Saturday red carpet post, but when it comes to Kelly Marie Tran's stunning Áo Dài and Khăn vấn at the #RayaAndTheLastDragon premiere, ATTENTION MUST BE PAID:
https://t.co/xoaw3uAZ8g",0
314,"#RayaAndTheLastDragon is a moving and refreshing Disney movie, our review:

https://t.co/FaVWks0q07 https://t.co/WVHOXRARgV",0
315,"Now on The Bellissimo Files

We speak to the writer and producer of Disney's #RayaAndTheLastDragon Osnat Shurer and Adele Lim 

@SBellissimo
📲 Listen live: https://t.co/4dAvSzYwHG https://t.co/wpVjHjetbH",0
316,"The only way to Tuk Tuk’s heart is through his stomach. Watch Disney’s Raya and the Last Dragon in Novo Cinemas! Book your tickets today https://t.co/QTt7al9CxS 

#Disney #Rayaandthelastdragon #Animation #Family #Movies #Cinemas #RayaAtNovo https://t.co/U2WHsSdsdr",0
317,All about #RayaAndTheLastDragon beautiful epic funny adventure! 🐉🐉🐉 https://t.co/IKSnZ7Hdqa,0
318,#RayaandTheLastDragon Review - This animated film is a hope-filled joyride with Kelly Marie Tran and Awkwafina. https://t.co/pVOZZReZBo,0
319,"Raya is wonderful, one of my favorite animated Disney films now. In the Top 5 mix across all Pixar and Disney animated features. #RayaAndTheLastDragon https://t.co/oXfZiLhJYo",0
320,"#MiddayEntertainment |

#RayaandtheLastDragon Movie Review: A Racey adventure that expands the Disney vision

Via: Johnson Thomas

https://t.co/Y30lTt8nPN",0
321,Southeast Asia represent. 💕 #RayaAndTheLastDragon,0
322,Okay so #RayaAndTheLastDragon is good and it’s beautiful and has great characters and an amazing world and I really like it.,1
323,"#RayaAndTheLastDragon spoilers

so we’re just supposed to see them as ??? just gals being pals? https://t.co/PqDE5GTZkh",1
324,"Alright, Internet has been solved and I have watched #RayaAndTheLastDragon. I am teary and I love it.",0
325,I very much enjoyed #RayaAndTheLastDragon and didn’t expect the “theme” of the movie to hit me as hard as it did,1
326,Just finished watching Raya and the Last Dragon. LOVED it 👏🏼👏🏼👏🏼 #RayaAndTheLastDragon https://t.co/rNPeVQYL4M,0
327,"just finished watching #RayaAndTheLastDragon  and y’all IT WAS SO GOOD!! it made me feel a myriad of emotions in such a short period of time, and the messaging is so relevant to our current world! loved it! would highly recommend :)",1
328,"How it started            How it’s going 

#RayaAndTheLastDragon https://t.co/98fbb9t9vQ",0
329,#RayaAndTheLastDragon made me cryyyyyyyyyy. Its so good.,1
330,"#RayaAndTheLastDragon is absolute perfection. True magic in every single frame. Congrats to all of my friends at @DisneyAnimation for yet another home-run. This will go down as one for the ages, especially because it was done REMOTELY!! Insane. Congrats to all involved!",0
331,We enjoyed #RayaAndTheLastDragon - it's way better than the recent crap Pixar's been putting out. Con baby / Noi is my favorite new Disney character. https://t.co/JQ5lDgJgrv,0
332,"Disney's latest princess movies adds some things old, some things new, some things borrowed, and some things blue.  What does Doug think of their latest animated outing?

Check it out &amp; Retweet - https://t.co/xB96bb8vdM

#RayaAndTheLastDragon https://t.co/eqZ0Up0trp",0
333,"Review: #RayaAndTheLastDragon | @Disney adds a winsome Southeast Asian warrior princess to its roster, writes @lad_blr | Rating: ***
https://t.co/YgU6z5IxcA",0
334,"Kelly Marie Tran at the #RayaAndTheLastDragon premiere was emotional! 

https://t.co/uu2KpWyItZ",0
335,Friday night is family movie night! #RayaAndTheLastDragon https://t.co/fUMeuAZWws,1
336,The fact that this is what we’re dealing with as we try to watch #RayaAndTheLastDragon makes me seriously question anyone who thinks that steaming is the key to the future. I am a slave to my internet connection right now and I hate it. https://t.co/jlldRDmKxi,1
337,Happy #RayaAndTheLastDragon day https://t.co/AkZqjZ9f1o,0
338,"So...
Are we giving it a day before we talk about the toot-and-booms in #RayaAndTheLastDragon ? 
Because I can’t stop laughing",0
339,Hot Damn #RayaAndTheLastDragon  is great and the score is excellent and this is like the perfect entry way to get our kids interested in a lotta the stuff I love. So fun. Excellent work!!,0
340,"Today: 
— #WandaVisionFinale 
— Beetlejuice #HHN30 announcement
— #Disneyland &amp; Cali parks reopening news
— #RayaAndTheLastDragon https://t.co/imPG2RNvjl",0
341,#RayaAndTheLastDragon was so beautiful. I was so surprised that there weren't any songs! But still absolutely loved it!,0
342,"I review #ComingToAmerica2 , #RayaAndTheLastDragon , and #Boogie, and talk about the week's big entertainment news on WKOK Sunrise. https://t.co/jnKaqZnSFj",0
343,Between #WandaVisionFinale and #RayaAndTheLastDragon Disney+ delivered big for the whole family today. #companyman,0
344,"#RayaAndTheLastDragon is absolutely stunning. Wow. Whole family really enjoyed that. 

It’s beautiful, the action is interesting to watch, the characters are alive, and the choices led to good discussions with our kids. https://t.co/iN9StFReZB",0
345,"#RayaAndTheLastDragon manages to both build an incredibly detailed world *and* tell a full story with two complex women at the center, all in under two hours. https://t.co/sUyIVQmLcD",0
346,"#RayaAndTheLastDragon co-stars #KellyMarieTran, #Awkwafina, @IamSandraOh, @Gemma_Chan &amp; @DanielDaeKim on the #Disney film's much-needed messages of inclusion and hope: https://t.co/majX0EpL6p 

#DisneyRaya @DisneyRaya @DisneyAnimation @DisneyPlus",0
347,"What's your weekend line-up looking like?

#RayaAndTheLastDragon
#ChaosWalking 🧠
#Coming2America
#SpongebobMovie
#TheFlash ⚡️
#PacificRimTheBlack 🤖
#YakuzaLikeADragon 🐉
#KampKoral
#BiggieIGotAStoryToTell 🎤
#Debris https://t.co/t1nAkWFMWm",1
348,"Yes, #ComingToAmerica2  is on Prime Video. Yes, the #SpongeBobMovie  is on Paramount+. Yes, the #WandaVisionFinale  AND #RayaAndTheLastDragon  are on Disney+. But that doesn't mean you should forget that #BossLevel  is on Hulu in all its action-packed-90's-throwback glory! 🧨",0
349,"Though Disney films are noticeably lacking in queer representation, Kelly Marie Tran wants #RayaAndTheLastDragon viewers to know that if they see themselves in her princess, ""it is real and authentic."" https://t.co/hJWRyfnCpZ",1
350,I cried a LOT more during #RayaAndTheLastDragon than I was expecting. 🥲 And really loved so many of the character choices and the magic and world-building ⚔️ https://t.co/sktHv3Fc9J,1
351,"#ICYMI: Faith in the goodness of other people — even those from distant lands and of different persuasions — is the governing theme of #RayaAndTheLastDragon.

https://t.co/k37xJ8jrwk",0
352,"#RayaandtheLastDragon is sure to be an instant animated classic as it expertly balances emotion, humor and social politics amid a backdrop of surreal, eye-popping visual beauty. 👏🎥

Read @BRfilmsAllen's review of the film, out in theaters TODAY: https://t.co/UjlKxiVy2F",0
353,"Raya and the Last Dragon do be on my watch list for tomorrow 👀

Peep a sneak peek of Disney’s new film, #RayaandtheLastDragon in theaters or order it on Disney+ with Premier Access TODAY!

Learn more: https://t.co/vFOQqc8hyR #DisneyRaya #ad https://t.co/2hdfZ73sky",0
354,Disney's #RayaAndTheLastDragon was an emotional journey for Kelly Marie Tran https://t.co/I7C4jqdjIw,1
355,"OSF-commissioned playwright &amp; Vietgone author @qui_writes co-wrote the new Disney film #RayaAndTheLastDragon, out today!

“My dream was always to make superheroes, especially superheroes for people who don't often get to see themselves that way.”

https://t.co/0O0fg3Qg8w",0
356,Sensed a little something going on between #Raya and #Namaari? You're not alone! Even the film's star Kelly Marie Tran thinks the two could be a thing! #RayaAndTheLastDragon https://t.co/xnuxs7SDXg,0
357,"Kelly Marie Tran, Awkwafina, Gemma Chan, and the crew of #RayaAndTheLastDragon share their favorite Disney sidekicks.

Which one is your favorite? https://t.co/Cap8lGjMCc",0
358,"If you're on the fence about renting #RayaandtheLastDragon , let me say I think it is more than worth your time. Awesome world-building, great characters and I think the most action I have ever seen in a Disney animated movie https://t.co/stIJrVBONI",1
359,"Attention #Kilkenny residents 🚨 From March 1-8, you can see ANY film at Palace Nova Cinemas Prospect for only $8. Show your ID at the café bar. T&amp;Cs apply. https://t.co/FlNwaQomPa 
#adelaide #blackbird #bosslevel #nomadland #chaoswalking #RayaAndTheLastDragon #minari https://t.co/YCM55xLHaO",0
360,Movie night!! Can’t wait to watch #RayaAndTheLastDragon tonight with my two kids!!! Congrats @awkwafina @gemma_chan @adeleBlim @kellymarietran !!! @disneyplus https://t.co/GTIbAsNgLf,1
361,"#WomensDay is around the corner, and this year, we're putting the spotlight on #WomenPeacebuilders.

️👩🏿🧕🏾👧🏽🧑🏿👧🏾👵🏻👩🏾

Women &amp; girls are vital to building &amp; maintaining international peace and security.

Share your #PeaceByHerPledge to support women peacebuilders on March 8! https://t.co/eSWHkRH6EX",0
362,"International Women's Day

Insha Asfar - Pakistan's first female skier with one leg

#Newsonepk #IWD2021 #Womensday #PrideOfPakistan #PrideOfPakistan #InternationalWomensDay  #ChooseToChallenge https://t.co/yhMy7M6Q9M",0
363,"Upon the call of İstanbul March 8 Women’s Platform, women from all around İstanbul met in Kadıköy ahead of #WomensDay:

""We are not afraid, we resist"" https://t.co/H6BsNxLTuW https://t.co/WNwEhcJWG6",0
364,"Equal power, equal rights. Achieving an equal future. 

🙌#AUKEY Basix Mini 10000mAh #MiniYetMighty
👉https://t.co/hX6A3OhfZG

#WomenHistoryMonth #Womensday #EqualRights #UnlockMoreWithAUKEY #ChargeLikeAPro #MiniPowerBank https://t.co/73BghhFwjG",0
365,"From Indoo Ki Jawani To Tribhanga; These Women Are Topping The Charts On Netflix

@netflix @NetflixIndia  @ParineetiChopra @itsKajolD @advani_kiara @Neenagupta001 @divyadutta25 @tahira_k #WomensDay #Tribhanga #TheGirlOnTheTrain 

https://t.co/MJF6yxkO2e",0
366,"Enter to win a free coaching session with our very own Kris Fuller! Please join us! https://t.co/84Zezfw1vH

#WomensHistoryMonth #womensday2021 #WomensDay https://t.co/Ww09VS9lEl",0
367,The latest CGIAR-on-Twitter Daily! https://t.co/dcNTClAERY Thanks to @BiovIntCIAT_eng #womensday #iwd2021,0
368,"Let's salute all the Indian women scientists who have made significant contributions over the ages towards the understanding, formation and growth of scientific thoughts in society.

#WomenInScience #WomensDay #InternationalWomensDay 

 https://t.co/wjxNTfLM0R",1
369,"To achieve #GenderEquality, we need to question the cultural norms that reinforce gender inequality.

This is our message to all #WomenInScience ahead of #WomensDay. 

📣Let's spread the word! 📣 https://t.co/eZtuac64T1",1
370,"Amazing things happen when women invest because women are natural investors.  

To know more visit: https://t.co/bX7dKDibSc  

#Womenarenaturalinvestors #WomensDay #WomenDay #WomenEmpowerment #Womensday2021 #WomensMonthCelebration #MiraeAsset #MutualFund #MutualFunds https://t.co/R7CsXoDBOd",1
371,"Just saw a #WomensDay's sale... for liquid detergent 🤦‍♂️!
How dumb can #ecommerce get!!!
Total #fail.",0
372,"Let's salute all the Indian women scientists who have made significant contributions over the ages towards the understanding, formation and growth of scientific thoughts in society.

#WomenInScience #WomensDay #InternationalWomensDay  

https://t.co/gJE5p6NCCZ",1
373,"MTN Uganda and Project Girls for Girls to host a webinar on March 8th, under the Topic – Women in Leadership: Achieving an equal future in a COVID-19 World.

Yolanda Cuba will be hosted as a guest speaker.

#PCTechUpdates #MTNWomen #WomensDay",0
374,"Read about @Ileana_Official's struggle of overcoming body issues
#WomensDay #women #BodyPositivity 

https://t.co/a2y796Uil6",0
375,"COVID-19 has led to an upsurge in domestic abuse in #Ireland. 

Join us on #InternationalWomensDay to launch the One Million Stars Against Violence project in #Limerick which will show solidarity towards these women. 

Register here: https://t.co/JPacRA04dn

#StillHere #WomensDay https://t.co/nuspPWu9QI",0
376,"Punjab Police conducted seminar/webinar at Thapar University, Patiala to aware women on Crime against women with special reference to sexual harassment at work place.

#WomensDay #WomenInKhaki #WomenSafety https://t.co/ZjzeecvbtI",0
377,"On 8 March at 12:30 CET, tune in for the #PlaybookLive Women’s Day event with @MalmstromEU and @vestager! Register now for this special @POLITICOEurope event featuring two inspiring liberal women ♀️💪  
#WomensDay #IWD2021 https://t.co/oBixk3dwMx",0
378,"Introduce a small change at home, start cooking in iron utensil more often, it helps increase the iron content of the food. #StrongAsIron. #WomensDay #GrofersCares https://t.co/wttpw4Ak0Y",0
379,"2 DAYS TO GO!

LIVE on #iwd 👩🏿‍🦱

🗓️: Monday, March 8 at 8 am 
📺: @JISNews Facebook and YouTube

🗣️: 𝗪𝐨𝐦𝐞𝐧 𝐢𝐧 𝐋𝐞𝐚𝐝𝐞𝐫𝐬𝐡𝐢𝐩: 𝐀𝐜𝐡𝐢𝐞𝐯𝐢𝐧𝐠 𝐚𝐧 𝐄𝐪𝐮𝐚𝐥 𝐅𝐮𝐭𝐮𝐫𝐞 𝐢𝐧 𝐂𝐎𝐕𝐈𝐃-𝟏𝟗

#IWD2021 #generationequality #WomensDay #spotlightendviolence https://t.co/LciPRm1iMs",0
380,"#ThinkOriginals 🤔👌 Presents 
#WhattheUff Starring @Nivetha_Tweets from March 8th 2021 - A #WomensDay  Special !! 

Directed by @nelsonvenkat 
@editorsabu @gokulbenoy @santhoshchoreo1 @knackstudios_ @NavadeviR @santhosh_music https://t.co/EZTy9RTaDG",0
381,"Ahead of International #WomensDay, we gathered female leaders from government, media, civil society and returnee associations to reflect on the role women can play in promoting safe migration.

#ChooseToChallenge https://t.co/ufboNVNo2r",1
382,The latest The Daily SMILE! https://t.co/6goq2tFxnz #police #womensday,0
383,"Prof. Dr. Charu Lata Mahanta is a beneficiary of the Ministry’s R&amp;D scheme and is currently doing her research on the evaluation of tree tomatoes(tamarillo) of Nagaland utilising the pulp, peel for its commercialization.
#WomenInFPI
#WomensDay
#ChooseToChallenge https://t.co/BCJyuHq1sp",0
384,"Sh. @SonuSood, Actor &amp; Humanitarian inviting you all to join us for the Launch of Partnership with Good Worker for 1 Lakh Job Opportunities on Gramin Naukri Portal...

Join us on the #CSC Facebook page on 8th March 2021 at 6 PM.

#SonuSood #WomensDay #womensday2021 https://t.co/8z7Pv5igyn",0
385,"Renuka and Vivek are our very own Holmes and Watson when it comes to solving queries relating to Food and Beverages.

#HappyRenukaDay #HappyHerDay #WomensDay 
#WomenAtHyatt https://t.co/z0T7HUxniG",1
386,"""When women are empowered in the design and innovation process, the chances of success in the market increase by more than 100%."" - Indira Nooyi

#WomensDay #womensdayquote #womensday2021 #internationalwomensday2021 https://t.co/OsH6Qblsk8",0
387,"It's #internationalwomensday2021 on Monday although everyday should be #womensday 
#SaturdayVibes #weekendvibes #women
Tshirts available from  @BornAnxious2018 
https://t.co/nqqKiJ0gBj https://t.co/hZAEi6intw",0
388,"Timeless celebration, ageless wine and exquisite dining experience. Celebrating womanhood @tajlandsend 

#tajlandsend #tajhotels #womensday #womanhood #toast #wine #dine https://t.co/LFonHRaH2P",0
389,"Do you already have any plans for #womensday? Join @bicestervillage series of online events, from a sweaty virtual cardio or yoga class, exclusive discounts or a virtual cooking class there's something for everyone! From 📅 7-14 March, book now ➡ https://t.co/qVv5xnzN6x https://t.co/FUFMCr5Bnk",0
390,"#IndiaTaiyarHai for some exciting 🏏 on the eve of #WomensDay, as two of the top women's teams go head to head! 🔥

#INDWvSAW ODI starts tomorrow, 9 AM onwards only on Star Sports 2/2HD &amp; Disney+Hotstar https://t.co/pue5cDx38C",0
391,"Your ultimate guide to a whole new season of self love. Ladies, get ready for an entire weekend of retail therapy only on #AmazonFashion: https://t.co/djA0PrFjX7
.
.
#DressForYou #WomensDay #WomensDay2021 #WomensDay21 #Fashion #Style #AmazonFashion #HarPalFashionable https://t.co/BQnVVTxbPZ",0
392,"Women police personnel will also run a maximum number of police stations on the day  #WomensDay 
https://t.co/As6OmmkZgi",0
393,"Have you registered for this virtual conversation on how to promote women's leadership in #foodsystems transformation in Africa?

There is still time!

Join us on #WomensDay March 8 from 8:00 am GMT.

Register now: https://t.co/4WvWSKXw4U https://t.co/9teYKIy5oY",0
394,"**2 DAYS LEFT: Misogyny, Muslims, and the fight against Islamophobia**

On #WomensDay we ask: How does cultural misogyny suppress Muslim women and undermine the fight against Islamophobia?
#IslamNotMisogyny

Book your FREE ticket here: https://t.co/TmSYrJ871o https://t.co/bnXlIRGtJJ",0
395,"**1 DAY LEFT: Misogyny, Muslims, and the fight against Islamophobia**

On #WomensDay we ask: How does cultural misogyny suppress Muslim women and undermine the fight against Islamophobia?
#IslamNotMisogyny

Book your FREE ticket here: https://t.co/TmSYrIQw9Q https://t.co/bmbHQTPYsS",0
396,"Ahead of #WomensDay, follow these 3️⃣ researchers for updates on all things #SocialProtection ⬇️

💡 @SavageWithin 
💡 @frances__viola
💡 @JenniferWaidler

#IWD2021 #GenerationEquality https://t.co/xTzJxbK0K9",0
397,"This #InternationalWomensDay we are partnering with #SnapchatIndia to bring you the perfect opportunity to unleash your creativity while creating your very own imaginative, innovative and empowering Snap Lenses.

#snapchat #DEFIndia #WomensDay #women #AI #AugmentedReality https://t.co/HA7xsFhzCb",0
398,"Introducing Kamal Kumbhar, a social entrepreneur, who went through many challenges but despite that she inspired other women to keep marching towards their goals. This Women's Day,we salute Kamal &amp; all the strong women like her - https://t.co/T7JkYdoP32 #SheInspiresUs #WomensDay",1
399,"Let's salute all the Indian women scientists who have made significant contributions over the ages towards the understanding, formation and growth of scientific thoughts in society.

#WomenInScience #WomensDay #InternationalWomensDay 

https://t.co/Ii1Qg6R4mk",1
400,"We asked our commuters to talk about the special women in their life, and here is what they had to say.

#InternationalWomensDay #IWD2021 #WomensDay  #ChooseToChallenge #HyderabadMetro https://t.co/Gdj256SSOR",0
401,"#WomensDaySpecial | 'Violence and aggression against women are wrong', a powerful quote by @realpreityzinta

#WomensHistoryMonth #WomensDay https://t.co/Lvx1PFdI2i",0
402,"International Women's Day 

The Fastest women in South Asia - Naseem Hameed

#Newsonepk #IWD2021 #Womensday #PrideOfPakistan #PrideOfPakistan #InternationalWomensDay  #ChooseToChallenge2021 https://t.co/Oep1BXyGGk",0
403,"Let's salute all the Indian women scientists who have made significant contributions over the ages towards the understanding, formation and growth of scientific thoughts in society.

#WomenInScience #WomensDay #InternationalWomensDay 

https://t.co/R2KJ6K56f4",1
404,"International Women’s Day 2021: Theme, History, Significance, Colour And More To Know About The Day

#WomensDay2021 #WomensDay
https://t.co/DpD9oPMJ1d",0
405,"Pooja Bhatt on her acting comeback with Bombay Begums &amp; the struggle she faced as a female producer

Watch now: https://t.co/wkxSygjTEJ

@PoojaB1972 #bollywoodbegums #womanup #WomensDay https://t.co/u5iVQtkEb7",1
406,"Women’s safety begins at Home. Very deep.
#WomensDay https://t.co/usdAuCtFIk",1
407,"On the occasion of #WomensDay , we are taking the opportunity to feature inspiring women. Who hustled daily to achieve their goals, women who confidently said, #IGetMore. And then they did!
Avinash's message for all women is to keep going no matter what comes in your way. https://t.co/Dse3zAXZ7H",0
408,"Join us on #WomensDay for a Facebook Live conversation with Dr @TamarynGreen, Miss South Africa🇿🇦 2018 &amp; a medical doctor making a difference during the #COVID19 pandemic.

🗓️8th March
🇿🇦🕞3.30 (GMT +2) 
#IWD2021 https://t.co/5nA5nqbsHc",0
409,"Gender Equality is a Mantra that AAI firmly believes in. Women leaders at key positions across various disciplines at #AAI Corporate Headquarters are a testimony to that.

Listen to what their journey has been so far! #SheBreaksBarriers #GenerationEquality #WomensDay #IWD2021 https://t.co/6x248lOKOp",1
410,"#WeCare #WeDare 

#BSF Women Personnel are on the move in the border region to ensure the protection of our frontiers and of our #Nation. Salute 🇮🇳

#WomensDay #IWD2021 #WomenPower #NariShakti 

@smritiirani @MinistryWCD @PIBWCD @BSF_India https://t.co/RuCAv60quU",0
411,"This is WIP ...

(Read: Women in Progress) 😉

Stay with us to know what's coming up next. 

#ThisisME #ChoosetoChallenge #IWD2021 #FinservMARKETS #womensday #WomensDay https://t.co/42kStBWLiV",0
412,"Next @CineONU is next week!

For #WomensDay  @UN and @EU_Commission are showing ""The Heat: A Kitchen (R)evolution"" followed by a panel discussion.

All the information how to participate is here 👇 https://t.co/DlVP0EDNlZ",0
413,"Strength and determination that is second to none are in their genes; Get ready for heartwarming stories, inspired by real life. 

#ComingSoon #WomensDay #InternationalWomensDay https://t.co/TJo7OfEC5z",0
414,"Save the Date 🗓️ - #ThinkOriginals 🤔👌 Presents 
#WhattheUff Starring @Nivetha_Tweets from March 8th 2021 - A #WomensDay Special !! 

Music by the sensational @justin_tunes
Directed by @nelsonvenkat
 
@thinkmusicindia @editorsabu @gokulbenoy @santhoshchoreo1 https://t.co/14I3XmVo0L",0
415,"This #WomensDay, we at @RyanIntlGrp applaud and salute the spirit of #Women in leadership; paving the path for #progress and #equality.

#RyanInternationalSchool #WomensDay2021 #WomensDay #WomeninLeadership https://t.co/5LWlanxWRN",0
416,"🔥Our latest #NewArrivals from #LCBOVintages have just dropped! These limited-quantity wines feature #Argentine gems 🇦🇷 and a spotlight in honour of #InternationalWomensDay featuring eight talented #women in the industry.
Shop now: https://t.co/6z4xXPDjf5
#Argentina🍷 #WomensDay https://t.co/hPNAqqwwhi",0
417,"#SheInspireUs | A #polo player, a designer, a DJ – @RinaaShah dons many hats! 

How did she break into India’s polo scene and what is she up to now? @AabhaBakaya finds out in this special interview. Watch!

#WomensDay #ChooseToChallenge
https://t.co/sBYuz2F69c",0
418,"#SheSpeaks | Watch the full video on Dream Extraordinaire with our panelist Dr. Chinna Dua, Richa Maheshwari, Snehil Dixit Mehra, Abha Godiyal Kakkar &amp; Sucheta Pal on HerZindagi Youtube channel 

Watch here: https://t.co/4joBWR39Sn

#WomensDay #InternationalWomensDay https://t.co/QQSdOSM2k3",0
419,"This Women’s Day let’s actively practice #SelfLove. Fill in the blanks and write yourself a love letter in the comments below. Pssst.. the best answers will be featured on our Instagram page: https://t.co/djA0PrFjX7

#DressForYou #WomensDay #AmazonFashion #HarPalFashionable https://t.co/wciWeCX6qn",0
420,On Women's day  Neha foundation organising event for disabled people letsmake india strong #womensday2021 #WomensDay #womenempowerment https://t.co/m3C5wdlsRN,0
421,"#LanguageMatters: This #WomensDay, Let's Change the Way We Talk About Women

Sexist phrases, jokes and slurs are not harmless.
They're one of the ways in which wider gender inequalities are sustained and reproduced every day.

A big shoutout to @Chitrashirawat for this!😍 https://t.co/8rG75CflIW",1
422,"Here's celebrating powerful women with powerful stories to tell!🙌🏻

#WomensDay",1
423,"Share the love and tag 3 fellow women entrepreneurs you know just like we did, who have inspired, motivated, supported in any way.
#SheTag #womensday2021 #WomensDay",0
424,"Check this Out, ""Women's Day - Time For a Change!"" @OfficialAnitha

https://t.co/uCt85PHRoL

#womensday #empower #anithasampath https://t.co/y97aTkywXM",0
425,"This #WomensDay, @TataTeaGold in association with FilterCopy, brings to you inspirational stories of today’s women who when faced with the dilemma between their hearts and minds, chose to listen to their hearts.

#DilKiSuno Stories 2.0 starts 8th March. Stay tuned! https://t.co/tXOUhheDLw",0
426,"Why feel guilty about choosing what makes you happy? This #WomensDay, ask yourself the question and own the woman you want to be. 

#HappyWomensDay #ChooseToChallenge https://t.co/ihgNQMwoE0",1
427,"Pick your favourite outfits and get a discount of Rs.1000 on Women’s Apparel worth Rs.5000 this Women's Day Fiesta! 
Shop in-store to avail this offer.

#LifestyleStores #WomensDay  #WomensDayFiesta #FreshFashion https://t.co/u3jSVEEMA4",0
428,"Neelam Makhijani feels EQ is an essential #leadership trait. @ChildFund @ChildFundIndia #WomensDay #WomensDay2021 #InternationalWomensDay #internationalwomensday2021
https://t.co/MFZaYSORZu",1
429,"There are two big ladies’ specials lined for streaming this #WomensDay. So which one will you watch first, #Netflix’s #BombayBegums or #AltBalajee's #AMarriedWoman? https://t.co/1amNXo237P",0
430,"Arsenal frustrated by Xhaka blunder
https://t.co/JFzjEkR8cs
#Arsenal #Football",1
431,"#Arsenal's chances of a top-four finish in the #PremierLeague look forlorn after #GranitXhaka's error gifted #Burnley a 1-1 draw on Saturday 

#BURARS 

https://t.co/kdV5l345N1",1
432,"A dreadful defensive error from Arsenal's Granit Xhaka gifted #Burnley an equaliser as the sides drew 1-1 at Turf Moor in the #PremierLeague 
on Saturday

#Arsenal

Read more:
https://t.co/UZS1SW3VfM https://t.co/wXEQLiH8VY",1
433,"""I’ve just sort of reconciled myself to the fact that we’re not a big club anymore.""

This #Arsenal fan says he 'can't really see any positives' from this season under Mikel Arteta.

He wants to know - is Arteta the right man for the job? 👇

#BBC606 https://t.co/DMPPKAPdyp",1
434,"A good account to follow today except for #Arsenal &amp; #Freiburg fans. 
⁦@wpiootbgw⁩  https://t.co/tWarKLaFbL",0
435,"Burnley 1-1 Arsenal, Premier League 2020-21 Match Result: Granit Xhaka's Blunder Costs The Gunners Draw with Burnley
#Burnley #Arsenal #BURARS 
#PremierLeague @premierleague @BurnleyOfficial @Arsenal 
https://t.co/0JtgY5eDf2",0
436,"I don't think there is a bias against #Arsenal. It's mostly down to 50-50 calls not going our way. We remember the bad more b/c we're human.

But it also feels like were in the middle of those 100 straight tails flips that can happen when you flip a coin a million times.",0
437,"Arteta says Gunners have to be more ruthless but baffled as #Arsenal denied penalty after VAR review: ""If that’s not a penalty I think somebody has to explain what is a penalty in this league."" https://t.co/SQB8BdQ8ki",1
438,"From Mikel Arteta: ""But as well, when you come here and you want to be one of the top teams, you have...to win the game comfortably.""

Think #Arsenal did enough. Just unfortunate they didn't convert chances. They pushed almost 3 xG to Burnley's 1 (minus the gift goal, sub-.3 xG).",0
439,"""It's modern football, we've intended to press them all day and [Chris Wood] gets the reward.""

#Burnley's equaliser in their 1-1 draw with #Arsenal wasn't a fluke, says Clarets boss Sean Dyche.

📲 POST-MATCH from 5 ➡️ https://t.co/FSBU1qcpO8 ⬅️

#utc / #bbcfootball https://t.co/0izikmxciE",0
440,"Local rivals are not their worst enemies. That tag still belongs to #Arsenal themselves

@RichJolly on an incredible result at Turf Moor #BURARS

https://t.co/j6o3Cf3NJ9",1
441,"And another one for the ""#Arsenal need to do more / make their own luck"" crowd:

Isn't ""earning"" a penalty (not given) enough?

Like, I get it (still disagree) in cases of 50-50 calls that go the other way. But you should be able to expect minimum competency levels from referees.",1
442,"#Arsenal and the Premier League: finding new and innovative ways to disappoint Gooners since forever.

Or maybe it’s just the same old, disappointing shit back and forth forever.

Either way, it sucks. https://t.co/vsCrmvNHTY",1
443,"#GranitXhaka's howler and the reversal of a late penalty award compounded #Arsenal's frustrations in a 1-1 draw at #Burnley.

#BURARS #EPL #PremierLeague 

https://t.co/55tZDeITMe",0
444,"Do you know who was absolutely delighted with that #Arsenal result, Steve McManaman.",1
445,"Hey, y'all, let's pump the brakes on how this result is some final nail in the coffin indictment of this #Arsenal team.",1
446,"🤯 QUE FINAL DE JOGO DE LOUCOS 🤯 

TR: @BurnleyOfficial 1️⃣➖1️⃣ @Arsenal 

#sporttvportugal #premierleague #pl #arsenal #arsenalfc #gunners #burnleyfc #burnley #bfc #BURARS https://t.co/Dgan4pFsV7",0
447,#Arsenal again fail to win against a team whose main tactical prowess is shouting « man on » . #BURARS #xhakaiskillingusAGAIN,1
448,"Fulltime. 1-1. Really sour taste after that one. Terrible mistake from #Arsenal to gift Burnley a goal. But it's tough not to feel hard done by when you don't get a penalty that, nearly universally, people think should have been given.",1
449,"No time to take the corner, eh?

Wolves can win a red card and penalty after the added time has gone, but #Arsenal can’t take a corner at the death.

Got it.",1
450,"⚽️ RESULT ⚽️
#Burnley  1   #Arsenal  1
 
Listen LIVE #bbclancssport
📻 95.5FM &amp; DAB

📲 POST-MATCH from 5 ➡️ https://t.co/FSBU1qcpO8 ⬅️

#utc / #bbcfootball / #afc https://t.co/UVoHFcyet9",0
451,And a post from #Arsenal. You can’t make this stuff up.,1
452,It’s just so very #Arsenal that VAR gets the call right when it benefits the opponent but gets it wrong when it would have been in Arsenal’s favor.,1
453,Oh my god. Nicolas Pepe should have scored for #Arsenal. Wide open in the middle and he completely fluffs his shot.,0
454,#Arsenal lucky not to be behind. Very good save from Leno on Chris Wood.,0
455,What the hell is and isn’t a penalty for handball?! Honestly have no idea anymore... #BURARS #arsenal #VAR https://t.co/uw3MtwOby8,1
